"","tip_percent","hour"
"186559",15,8
"186560",32.67,15
"186561",21.88,15
"186562",11.49,7
"186563",23.71,21
"186564",25.2,0
"186565",24,17
"186566",11.76,10
"186567",23.85,23
"186568",30.91,20
"186569",0,7
"186570",9.09,17
"186571",22.13,17
"186572",22,7
"186573",22.77,20
"186574",0,19
"186575",26.33,11
"186576",12.9,6
"186577",21,8
"186578",36.36,2
"186579",0,15
"186580",20.64,21
"186581",33.43,12
"186582",0,18
"186583",22.13,17
"186584",22.46,9
"186585",8.7,16
"186586",22.91,12
"186587",39.75,20
"186588",20.83,21
"186589",0.87,0
"186590",34.69,7
"186591",18.75,18
"186592",30.87,9
"186593",22.46,10
"186594",0,13
"186595",21.39,2
"186596",20.94,0
"186597",21.33,0
"186598",24.5,17
"186599",0,11
"186600",31.9,20
"186601",11.11,16
"186602",20.76,18
"186603",21.67,10
"186604",16.22,17
"186605",0,3
"186606",0,20
"186607",22.67,18
"186608",28,20
"186609",21.1,12
"186610",24.1,13
"186611",16.39,22
"186612",26.18,9
"186613",24.73,22
"186614",0,23
"186615",23.2,8
"186616",25.1,9
"186617",25,16
"186618",36,20
"186619",29.71,22
"186620",13.33,19
"186621",30.31,13
"186622",0,17
"186623",0,14
"186624",0,18
"186625",21.33,19
"186626",31.78,18
"186627",32.35,19
"186628",24.8,18
"186629",34.11,0
"186630",21.53,0
"186631",21.39,12
"186632",24.17,0
"186633",21.74,1
"186634",22.29,11
"186635",24,18
"186636",20.54,12
"186637",28.57,21
"186638",28.57,20
"186639",36.36,18
"186640",0,12
"186641",21.45,9
"186642",21.88,19
"186643",30.91,23
"186644",0,15
"186645",27.41,21
"186646",20.7,8
"186647",21.88,12
"186648",25,1
"186649",29,18
"186650",17.39,1
"186651",33.39,22
"186652",37.09,22
"186653",30,17
"186654",20.89,19
"186655",20.7,13
"186656",23.71,23
"186657",22.73,14
"186658",16.13,0
"186659",20,12
"186660",22.89,1
"186661",26.67,3
"186662",25,22
"186663",14.12,20
"186664",27.31,20
"186665",23.6,19
"186666",5.41,8
"186667",24.5,18
"186668",17.65,18
"186669",20,17
"186670",41.88,14
"186671",0,15
"186672",20.84,9
"186673",30,9
"186674",21.19,11
"186675",21.19,15
"186676",21.18,0
"186677",25.68,13
"186678",26.43,22
"186679",21.37,17
"186680",3.17,21
"186681",22.29,16
"186682",22.77,17
"186683",21.23,15
"186684",27.5,9
"186685",30,21
"186686",20.59,14
"186687",0,14
"186688",26.78,2
"186689",15.38,9
"186690",16.33,17
"186691",10.52,12
"186692",22.29,11
"186693",0,21
"186694",54.05,11
"186695",22.89,2
"186696",0,9
"186697",0,18
"186698",14.78,18
"186699",10.26,10
"186700",22.74,0
"186701",27,22
"186702",23.71,2
"186703",0,20
"186704",0,13
"186705",3.03,9
"186706",0,9
"186707",25.54,17
"186708",21.43,21
"186709",0,13
"186710",0,15
"186711",18.75,21
"186712",21.11,18
"186713",22.91,10
"186714",34.8,9
"186715",0,11
"186716",21.03,12
"186717",30,23
"186718",21.6,12
"186719",25.66,11
"186720",23.08,17
"186721",23.33,22
"186722",26.22,21
"186723",22.08,0
"186724",19.05,16
"186725",27.41,22
"186726",21.15,10
"186727",32.5,21
"186728",22,9
"186729",8.97,15
"186730",13.33,15
"186731",26.56,11
"186732",24.57,15
"186733",17.65,10
"186734",35.29,15
"186735",46.22,22
"186736",21,8
"186737",30.3,23
"186738",24,20
"186739",23.56,9
"186740",0,20
"186741",23.47,23
"186742",24.33,4
"186743",20.59,14
"186744",21.05,19
"186745",20.91,19
"186746",0,11
"186747",11.67,6
"186748",20.91,15
"186749",22.77,16
"186750",20.73,13
"186751",22.78,0
"186752",22.36,22
"186753",21.86,0
"186754",21.19,19
"186755",20.73,9
"186756",14.93,0
"186757",26.36,17
"186758",25.65,8
"186759",28.82,0
"186760",20.37,16
"186761",22.6,23
"186762",5.56,13
"186763",21.33,13
"186764",0,15
"186765",23.26,18
"186766",20.54,1
"186767",21.52,7
"186768",22,13
"186769",18.18,11
"186770",24.73,0
"186771",19.23,7
"186772",22.06,19
"186773",23.71,21
"186774",21.39,17
"186775",0,5
"186776",8.7,4
"186777",20,5
"186778",26.94,20
"186779",19.35,13
"186780",22.73,8
"186781",21.88,8
"186782",0,11
"186783",27.22,13
"186784",22.26,0
"186785",18.18,23
"186786",34.88,22
"186787",6.82,1
"186788",11.11,10
"186789",25.78,4
"186790",10.81,22
"186791",29,2
"186792",9.52,15
"186793",0,0
"186794",20.95,21
"186795",27.2,19
"186796",22.12,16
"186797",28.42,21
"186798",33.09,18
"186799",12.5,21
"186800",0,15
"186801",22,17
"186802",10.53,12
"186803",8.7,13
"186804",29.71,2
"186805",21.72,0
"186806",20.8,8
"186807",18.18,13
"186808",45.45,22
"186809",23.56,12
"186810",10,16
"186811",20.97,6
"186812",0,5
"186813",25.95,9
"186814",0,9
"186815",14.63,20
"186816",38,9
"186817",24.5,19
"186818",40,15
"186819",20,0
"186820",28.82,22
"186821",21,9
"186822",24,20
"186823",24.5,17
"186824",20.57,11
"186825",0,3
"186826",28.3,18
"186827",0,16
"186828",20.82,11
"186829",28.82,21
"186830",21.13,0
"186831",19.05,8
"186832",20.86,9
"186833",0,3
"186834",0.9,20
"186835",21.16,0
"186836",25.51,10
"186837",24.24,18
"186838",14.62,0
"186839",12.5,13
"186840",20,6
"186841",27.67,22
"186842",22.6,20
"186843",24.17,21
"186844",21.45,6
"186845",0,9
"186846",15.79,17
"186847",20.91,9
"186848",33.43,10
"186849",21.68,14
"186850",11.89,17
"186851",28.1,22
"186852",26.34,9
"186853",8.33,20
"186854",5.52,22
"186855",10.53,20
"186856",21.14,10
"186857",22.67,19
"186858",25.2,23
"186859",0,17
"186860",25.38,18
"186861",33.71,3
"186862",25,13
"186863",21.88,15
"186864",26,17
"186865",21.52,14
"186866",26.84,9
"186867",21.52,17
"186868",31.96,19
"186869",42.86,11
"186870",28.2,20
"186871",0,16
"186872",30,23
"186873",27.67,3
"186874",19.35,14
"186875",28.82,22
"186876",30,19
"186877",33.39,21
"186878",16.33,8
"186879",25.78,23
"186880",0,10
"186881",26.17,10
"186882",21.89,16
"186883",24.81,15
"186884",23.71,6
"186885",23.71,23
"186886",27.22,17
"186887",21.3,6
"186888",19.06,14
"186889",22.91,13
"186890",21.68,1
"186891",0,11
"186892",24,18
"186893",0,17
"186894",21.06,23
"186895",0,0
"186896",28,17
"186897",22.6,1
"186898",0,8
"186899",8.7,17
"186900",14.88,13
"186901",6.67,15
"186902",0,14
"186903",4.76,0
"186904",15.38,13
"186905",22.17,0
"186906",36.5,1
"186907",0,21
"186908",35.33,12
"186909",8.33,23
"186910",21.14,13
"186911",21.67,9
"186912",21.33,15
"186913",0,3
"186914",0,15
"186915",24.33,20
"186916",22.6,23
"186917",20.6,12
"186918",0,12
"186919",11.11,0
"186920",0,16
"186921",28,2
"186922",6.15,10
"186923",16.18,18
"186924",24.67,19
"186925",15.17,16
"186926",16.67,22
"186927",16.83,16
"186928",37.71,17
"186929",28.1,3
"186930",22.67,16
"186931",20.65,10
"186932",23,18
"186933",32.22,20
"186934",20.52,10
"186935",27,18
"186936",21.41,0
"186937",21.93,1
"186938",22.29,14
"186939",32.29,7
"186940",0,2
"186941",24,15
"186942",24,19
"186943",18.18,3
"186944",21.52,12
"186945",22.6,20
"186946",22,12
"186947",23.85,0
"186948",20.84,13
"186949",15.79,7
"186950",27.83,16
"186951",7.41,8
"186952",17.39,17
"186953",26.88,17
"186954",25.78,1
"186955",0,19
"186956",9.52,18
"186957",22.91,6
"186958",31.25,19
"186959",30,15
"186960",15.76,6
"186961",21.93,21
"186962",29,21
"186963",18.55,20
"186964",23.71,23
"186965",21.2,16
"186966",37.09,3
"186967",33.18,21
"186968",20,19
"186969",12.77,11
"186970",40,12
"186971",21.86,1
"186972",0,3
"186973",22,13
"186974",29.33,18
"186975",20.58,21
"186976",0,19
"186977",2,20
"186978",20.82,18
"186979",37.5,19
"186980",0,9
"186981",6.25,0
"186982",20,17
"186983",22.35,20
"186984",23.06,1
"186985",21.06,1
"186986",18.18,8
"186987",22,1
"186988",21.58,14
"186989",26.56,16
"186990",21.67,12
"186991",6.67,23
"186992",20.8,8
"186993",22.74,1
"186994",25.69,13
"186995",14.78,9
"186996",21.52,10
"186997",24.33,20
"186998",30.63,17
"186999",0,1
"187000",0,11
"187001",26.67,8
"187002",0,21
"187003",27.73,11
"187004",21.53,17
"187005",30.33,21
"187006",14.29,18
"187007",22.06,18
"187008",15.38,22
"187009",9.09,6
"187010",12,18
"187011",14.81,9
"187012",21.74,12
"187013",0,7
"187014",26.33,15
"187015",11.11,18
"187016",33.43,12
"187017",21.28,9
"187018",0,14
"187019",35.57,1
"187020",14.29,23
"187021",24.5,17
"187022",22.17,21
"187023",0,13
"187024",0,16
"187025",23.18,19
"187026",0,19
"187027",42.86,17
"187028",0,16
"187029",22.13,13
"187030",42.86,0
"187031",30,22
"187032",0,22
"187033",21.2,19
"187034",0,20
"187035",20.86,23
"187036",0,19
"187037",18.18,20
"187038",30.74,7
"187039",21.07,6
"187040",8.89,19
"187041",24.33,22
"187042",10.64,16
"187043",24.17,21
"187044",16.67,0
"187045",21.19,6
"187046",0,15
"187047",0,8
"187048",13.7,21
"187049",21.52,18
"187050",24,21
"187051",25,23
"187052",16.67,15
"187053",16.67,7
"187054",19.05,9
"187055",6.06,0
"187056",0,23
"187057",43.5,17
"187058",0,5
"187059",0,22
"187060",0,12
"187061",27.1,23
"187062",3.03,23
"187063",28.42,22
"187064",24.38,17
"187065",10.53,14
"187066",0,20
"187067",0,17
"187068",25.2,4
"187069",19.35,20
"187070",15,9
"187071",32.67,9
"187072",20.65,8
"187073",25.38,15
"187074",22.08,1
"187075",14.15,18
"187076",20.91,11
"187077",23.57,21
"187078",33,23
"187079",12.82,23
"187080",21.85,0
"187081",0,15
"187082",28.33,16
"187083",26.25,21
"187084",11.63,18
"187085",1.38,8
"187086",26.94,2
"187087",20.53,9
"187088",8.22,18
"187089",11.76,2
"187090",0,8
"187091",25.38,19
"187092",22.36,0
"187093",29.75,22
"187094",22.88,18
"187095",25,17
"187096",8.33,22
"187097",22.44,6
"187098",0,23
"187099",0,20
"187100",25.54,17
"187101",26.43,12
"187102",5.88,14
"187103",19.17,11
"187104",20.53,19
"187105",20.71,15
"187106",20.85,1
"187107",22.77,19
"187108",23.56,8
"187109",16.67,20
"187110",20.91,16
"187111",20.69,23
"187112",0,18
"187113",21.39,19
"187114",24.32,20
"187115",22.48,18
"187116",0,17
"187117",28,22
"187118",0,0
"187119",26.1,19
"187120",28.33,11
"187121",16.19,15
"187122",40,1
"187123",8.26,0
"187124",26.84,10
"187125",27.5,9
"187126",0,0
"187127",35.33,18
"187128",0,14
"187129",24.73,3
"187130",21.1,8
"187131",23.06,2
"187132",0,22
"187133",11.76,22
"187134",16.2,15
"187135",10,15
"187136",0,13
"187137",26.38,23
"187138",16.92,9
"187139",2.86,0
"187140",0,10
"187141",10.76,14
"187142",0,20
"187143",22.67,10
"187144",24,19
"187145",0,13
"187146",17.24,22
"187147",21.43,23
"187148",16.71,18
"187149",21.19,7
"187150",21.33,0
"187151",21.25,9
"187152",21.6,19
"187153",21.29,2
"187154",21.03,18
"187155",20,17
"187156",11.76,17
"187157",28.87,18
"187158",20.71,8
"187159",22,10
"187160",21.78,9
"187161",0,2
"187162",8.5,0
"187163",20.86,18
"187164",6.25,19
"187165",18.18,8
"187166",7.14,9
"187167",25.38,19
"187168",18.18,18
"187169",26.78,0
"187170",21.27,5
"187171",0,9
"187172",20.84,0
"187173",14.29,17
"187174",27.2,18
"187175",0,11
"187176",23.71,20
"187177",27.02,19
"187178",21.3,2
"187179",2.35,21
"187180",23.06,1
"187181",25.87,15
"187182",21.68,21
"187183",0,13
"187184",0,0
"187185",12.46,21
"187186",26.59,23
"187187",47.62,19
"187188",21.76,9
"187189",0,22
"187190",0,17
"187191",22.17,20
"187192",0,16
"187193",21.6,10
"187194",23.85,23
"187195",13.33,5
"187196",26,17
"187197",27.2,18
"187198",20.89,12
"187199",22.44,6
"187200",14.29,18
"187201",26.67,16
"187202",12.5,9
"187203",27.73,23
"187204",20.84,7
"187205",0,19
"187206",23.85,3
"187207",27.41,23
"187208",13.33,12
"187209",26.55,17
"187210",22.73,19
"187211",20,12
"187212",14.29,20
"187213",0,19
"187214",37,20
"187215",18.9,12
"187216",20.71,15
"187217",21.37,23
"187218",13.33,18
"187219",30.33,23
"187220",21.35,10
"187221",28.18,11
"187222",0,4
"187223",25.78,0
"187224",24.73,23
"187225",0,18
"187226",21.33,12
"187227",21.6,15
"187228",20.67,17
"187229",26.18,19
"187230",22.46,9
"187231",10.53,14
"187232",35.2,22
"187233",0,12
"187234",22.08,0
"187235",31,16
"187236",22.74,21
"187237",28.42,22
"187238",0,1
"187239",0,22
"187240",21.68,0
"187241",19.05,14
"187242",14.29,22
"187243",27.6,21
"187244",20,2
"187245",0,10
"187246",37.09,1
"187247",21.14,17
"187248",0,20
"187249",20.9,1
"187250",42.86,16
"187251",23.53,20
"187252",20.86,16
"187253",13.33,10
"187254",12.5,8
"187255",22.31,12
"187256",24.17,20
"187257",21.28,16
"187258",0,20
"187259",23.06,20
"187260",0,12
"187261",26.5,18
"187262",0,9
"187263",16.67,15
"187264",22.6,23
"187265",28.42,20
"187266",20.73,18
"187267",22.63,1
"187268",22.27,0
"187269",20.76,17
"187270",21.38,19
"187271",20.73,17
"187272",0,14
"187273",0,6
"187274",50,18
"187275",26.23,0
"187276",0,18
"187277",20.91,19
"187278",18.6,23
"187279",29,6
"187280",22.48,20
"187281",0,17
"187282",27.29,17
"187283",22,19
"187284",12.35,18
"187285",35.38,22
"187286",0,5
"187287",30,23
"187288",23.2,15
"187289",25.35,10
"187290",14.63,9
"187291",0,22
"187292",27.5,12
"187293",33,21
"187294",34.4,18
"187295",17.78,19
"187296",21.43,12
"187297",8.82,22
"187298",0,2
"187299",14.29,16
"187300",24.5,18
"187301",22.77,17
"187302",20.43,7
"187303",18.12,2
"187304",22.67,13
"187305",21.78,9
"187306",0,16
"187307",31.78,12
"187308",27.31,0
"187309",11.11,3
"187310",24,22
"187311",25.78,21
"187312",22.67,11
"187313",13.75,10
"187314",22.26,23
"187315",30.96,8
"187316",20.35,10
"187317",35.57,21
"187318",26.76,21
"187319",12.94,6
"187320",0,19
"187321",16.67,16
"187322",20.86,11
"187323",0,17
"187324",20.6,12
"187325",13.33,4
"187326",24,23
"187327",23.5,16
"187328",20.43,14
"187329",14.29,19
"187330",23.25,21
"187331",40,11
"187332",0,4
"187333",22.48,22
"187334",21.45,18
"187335",24.55,3
"187336",0,8
"187337",18.18,23
"187338",11.11,13
"187339",23.19,13
"187340",11.11,9
"187341",22.13,10
"187342",29.17,20
"187343",0,13
"187344",30.77,16
"187345",23.57,14
"187346",15.38,8
"187347",21,19
"187348",30,20
"187349",0,18
"187350",9.04,19
"187351",37.2,19
"187352",28.57,19
"187353",7.55,17
"187354",14.81,20
"187355",26.52,15
"187356",32.86,14
"187357",20.6,8
"187358",21.07,12
"187359",0,22
"187360",23.06,4
"187361",15.79,19
"187362",12,9
"187363",22,11
"187364",0,22
"187365",20.78,21
"187366",20.76,9
"187367",7.14,16
"187368",29.17,23
"187369",14.29,21
"187370",29,12
"187371",38.31,17
"187372",22.22,18
"187373",21.39,1
"187374",0,12
"187375",24.23,14
"187376",30.33,21
"187377",1.25,21
"187378",22.26,23
"187379",34.8,14
"187380",19.35,18
"187381",16.67,12
"187382",21.79,3
"187383",22,11
"187384",7.06,19
"187385",22.13,16
"187386",22.48,22
"187387",10.67,15
"187388",0,20
"187389",30.7,7
"187390",17.07,22
"187391",5.88,14
"187392",23.56,9
"187393",20,8
"187394",24,19
"187395",23.56,9
"187396",0,17
"187397",43.48,17
"187398",0,3
"187399",14.29,7
"187400",12.5,13
"187401",18.64,19
"187402",20.94,15
"187403",0,19
"187404",22.36,1
"187405",27.54,0
"187406",14.04,14
"187407",23.71,21
"187408",22,21
"187409",24.33,23
"187410",0,19
"187411",27.22,10
"187412",34.78,20
"187413",28.33,20
"187414",21.72,20
"187415",33.23,19
"187416",21.14,10
"187417",22.44,17
"187418",22.12,19
"187419",34,18
"187420",9.09,16
"187421",21.16,20
"187422",22.74,22
"187423",23.33,14
"187424",34.8,20
"187425",0,19
"187426",0,20
"187427",40,15
"187428",50,9
"187429",21.05,22
"187430",23.56,14
"187431",21.76,18
"187432",20.86,10
"187433",7.41,17
"187434",21.21,0
"187435",24.67,17
"187436",25,12
"187437",25.2,22
"187438",22.11,19
"187439",27.22,9
"187440",18.18,19
"187441",0,17
"187442",22.48,23
"187443",37.8,21
"187444",0,17
"187445",5.19,16
"187446",35.2,22
"187447",11.11,19
"187448",20,22
"187449",26.52,15
"187450",22.13,7
"187451",22.74,23
"187452",20.73,20
"187453",10,6
"187454",21.03,19
"187455",21.19,10
"187456",20.89,14
"187457",0,0
"187458",31.58,13
"187459",10.81,13
"187460",36,19
"187461",47.06,2
"187462",33.33,0
"187463",14.12,16
"187464",22,12
"187465",5.13,20
"187466",0,22
"187467",21.93,12
"187468",0,19
"187469",20.71,17
"187470",21.6,13
"187471",26.86,21
"187472",66.67,19
"187473",0,23
"187474",20.94,8
"187475",0,9
"187476",0,9
"187477",0,22
"187478",21.33,14
"187479",33,20
"187480",21.44,16
"187481",23.25,23
"187482",20.65,7
"187483",21.53,20
"187484",37.8,22
"187485",0,10
"187486",0,20
"187487",21.5,19
"187488",30.93,17
"187489",20,10
"187490",29,18
"187491",20.8,11
"187492",0,13
"187493",20.46,15
"187494",21.07,8
"187495",0,20
"187496",20.73,17
"187497",23.79,18
"187498",20.97,8
"187499",31.78,15
"187500",25.74,18
"187501",0,3
"187502",25.59,11
"187503",20.59,9
"187504",20.64,21
"187505",0,11
"187506",0,15
"187507",13.11,20
"187508",23.2,12
"187509",16.41,20
"187510",16.67,12
"187511",0,10
"187512",22.4,6
"187513",25.74,14
"187514",9.3,17
"187515",34.36,6
"187516",29.5,17
"187517",16.67,15
"187518",12,23
"187519",30.89,7
"187520",25.54,17
"187521",21.78,15
"187522",21.14,19
"187523",21.88,17
"187524",21.28,13
"187525",25.8,11
"187526",0,6
"187527",24,17
"187528",23.47,21
"187529",26.6,18
"187530",22.06,17
"187531",21.33,13
"187532",21.6,8
"187533",17.14,22
"187534",37.6,8
"187535",0,18
"187536",10.34,23
"187537",28.18,8
"187538",0,18
"187539",20,11
"187540",0,17
"187541",10.26,12
"187542",23.04,5
"187543",0,12
"187544",12.9,21
"187545",30.87,8
"187546",24.5,17
"187547",24,20
"187548",22.17,1
"187549",11.11,15
"187550",11.94,0
"187551",27.43,23
"187552",9.52,14
"187553",21.6,15
"187554",21.88,6
"187555",0,9
"187556",0,23
"187557",21.18,19
"187558",23.71,22
"187559",12.82,15
"187560",3.33,9
"187561",20.76,9
"187562",30.85,10
"187563",8.33,17
"187564",30,0
"187565",21.93,22
"187566",22.17,0
"187567",31.14,12
"187568",21.78,18
"187569",28.67,21
"187570",17.42,17
"187571",0,1
"187572",26.43,18
"187573",0,2
"187574",22.89,20
"187575",0,19
"187576",22.17,20
"187577",20.65,0
"187578",0,11
"187579",14.29,13
"187580",22.67,16
"187581",21.67,16
"187582",24.29,9
"187583",22.18,17
"187584",23.57,0
"187585",23.56,8
"187586",26.36,19
"187587",26.4,15
"187588",32.67,14
"187589",21.86,0
"187590",10.53,14
"187591",12.2,11
"187592",22.17,22
"187593",22,16
"187594",25.2,0
"187595",0,11
"187596",26.07,21
"187597",0,18
"187598",20.76,18
"187599",23.56,9
"187600",26.54,9
"187601",24.29,20
"187602",25.38,19
"187603",21.39,4
"187604",21.52,6
"187605",0,9
"187606",21.6,10
"187607",0,0
"187608",23.43,17
"187609",23.12,23
"187610",22.73,9
"187611",0,19
"187612",22,0
"187613",22.14,11
"187614",16.95,0
"187615",15.38,19
"187616",20,0
"187617",5.6,9
"187618",0,9
"187619",16.2,10
"187620",26.86,22
"187621",20.59,19
"187622",10.17,23
"187623",14.63,21
"187624",18,20
"187625",26.06,13
"187626",23.71,21
"187627",7.89,7
"187628",25.78,23
"187629",31.6,21
"187630",14.29,17
"187631",21.33,23
"187632",40.8,18
"187633",27.43,2
"187634",17.39,0
"187635",14.29,19
"187636",40,21
"187637",0,8
"187638",33.09,18
"187639",27.14,3
"187640",25.48,5
"187641",8.7,21
"187642",10.77,8
"187643",0,19
"187644",21.04,22
"187645",0,1
"187646",22.46,10
"187647",25.78,2
"187648",24,23
"187649",31.71,10
"187650",20.81,14
"187651",10,2
"187652",6.25,15
"187653",20.49,8
"187654",7.69,8
"187655",0,23
"187656",25.2,23
"187657",21.73,23
"187658",32.4,12
"187659",21.86,2
"187660",16.67,22
"187661",21.33,19
"187662",22.46,7
"187663",23.68,16
"187664",28,1
"187665",29,14
"187666",72.73,10
"187667",24.33,22
"187668",12.73,10
"187669",31.54,16
"187670",23.79,16
"187671",22.78,0
"187672",24.31,13
"187673",21.33,14
"187674",20.41,14
"187675",20.55,16
"187676",21.49,20
"187677",21.88,10
"187678",39,20
"187679",23.06,3
"187680",22.14,19
"187681",23.08,23
"187682",25.95,10
"187683",7.14,13
"187684",21.45,18
"187685",20,1
"187686",13.33,22
"187687",15,19
"187688",31.71,16
"187689",35.33,12
"187690",38.67,1
"187691",16,17
"187692",21.39,13
"187693",28.33,23
"187694",0,9
"187695",20.54,0
"187696",25.78,3
"187697",4.08,12
"187698",0,11
"187699",20.7,0
"187700",21.74,8
"187701",25.14,16
"187702",27.16,11
"187703",21.6,6
"187704",24.73,1
"187705",27,3
"187706",22.17,23
"187707",23.33,20
"187708",27,2
"187709",20.79,23
"187710",0,18
"187711",0,8
"187712",22.63,21
"187713",22.73,7
"187714",14.29,22
"187715",22.67,20
"187716",25.56,4
"187717",0,12
"187718",34,8
"187719",0,1
"187720",23,18
"187721",22.91,7
"187722",25.8,9
"187723",21.73,23
"187724",0,21
"187725",27.24,23
"187726",21.03,9
"187727",25.2,22
"187728",20.88,10
"187729",31.66,22
"187730",20.9,1
"187731",23.68,19
"187732",20.84,9
"187733",33.69,19
"187734",22.06,19
"187735",22.94,20
"187736",23.71,23
"187737",17.71,0
"187738",21.07,15
"187739",13.33,17
"187740",21.79,23
"187741",20.39,8
"187742",23.47,22
"187743",23.53,22
"187744",24.24,16
"187745",25.54,17
"187746",25.78,22
"187747",71.43,14
"187748",21.73,20
"187749",23.33,7
"187750",21.68,1
"187751",25.95,8
"187752",0,18
"187753",13.33,8
"187754",0,0
"187755",13.89,1
"187756",30.91,22
"187757",23.25,23
"187758",16.67,19
"187759",20.7,14
"187760",0,8
"187761",29.09,18
"187762",23.2,8
"187763",1,16
"187764",0,21
"187765",21.78,9
"187766",7.69,1
"187767",22.22,20
"187768",21.79,23
"187769",23.6,16
"187770",21.04,20
"187771",0,2
"187772",13.79,23
"187773",15,19
"187774",28.33,12
"187775",20,18
"187776",7.69,22
"187777",0,20
"187778",20.86,17
"187779",34.7,16
"187780",25,17
"187781",0,17
"187782",30.29,18
"187783",22.91,8
"187784",12.5,9
"187785",21.79,6
"187786",24.73,23
"187787",0,13
"187788",22.74,2
"187789",26.35,20
"187790",25.54,17
"187791",28.33,8
"187792",18.18,9
"187793",22.29,7
"187794",26.32,19
"187795",20.91,11
"187796",20.44,16
"187797",23.85,0
"187798",22.94,20
"187799",21.23,9
"187800",22.46,7
"187801",11.14,15
"187802",31.43,17
"187803",39.75,1
"187804",20.91,8
"187805",36,11
"187806",28.65,18
"187807",0,14
"187808",22.77,18
"187809",22.67,9
"187810",28.75,16
"187811",17,21
"187812",0,19
"187813",0,21
"187814",20.73,8
"187815",35.68,17
"187816",5.06,22
"187817",0,17
"187818",40,23
"187819",8.28,4
"187820",16.67,15
"187821",0,11
"187822",21.53,21
"187823",29.5,19
"187824",22.29,6
"187825",11.76,21
"187826",23.85,3
"187827",4.35,0
"187828",0,23
"187829",26.5,21
"187830",22.88,19
"187831",22.13,14
"187832",21.03,14
"187833",31.39,1
"187834",11.76,23
"187835",17.65,17
"187836",22,3
"187837",22.22,1
"187838",40,7
"187839",26.54,11
"187840",20.81,15
"187841",26.18,8
"187842",34.8,19
"187843",16.67,16
"187844",22.08,23
"187845",22.48,1
"187846",20.46,9
"187847",20,13
"187848",23.2,8
"187849",0,21
"187850",24.33,0
"187851",35.2,23
"187852",20.91,8
"187853",20,8
"187854",32,16
"187855",22.67,7
"187856",21.23,7
"187857",25.83,0
"187858",35.56,20
"187859",22.26,5
"187860",26.67,22
"187861",21.18,5
"187862",6.67,2
"187863",22.89,21
"187864",8.57,15
"187865",22.29,7
"187866",22.46,7
"187867",21.3,22
"187868",29,16
"187869",14.93,8
"187870",26.43,9
"187871",20.97,9
"187872",32.5,17
"187873",22.74,0
"187874",22.74,21
"187875",0,20
"187876",20.55,17
"187877",20.53,2
"187878",32.5,18
"187879",22.46,12
"187880",27.22,14
"187881",0,3
"187882",9.23,19
"187883",0,14
"187884",22.27,20
"187885",21.44,21
"187886",10.94,17
"187887",16.13,19
"187888",15.61,3
"187889",21.36,11
"187890",27.78,18
"187891",22.26,2
"187892",23.25,23
"187893",10.67,20
"187894",44,8
"187895",22.26,1
"187896",21.5,12
"187897",22.67,10
"187898",0,10
"187899",20,9
"187900",26.52,22
"187901",23.33,18
"187902",11.76,1
"187903",0,7
"187904",0,0
"187905",14.81,2
"187906",12.4,19
"187907",21.5,8
"187908",0,8
"187909",23.68,19
"187910",36.36,10
"187911",26.78,6
"187912",20.63,1
"187913",38.67,0
"187914",29,9
"187915",21.2,12
"187916",22.74,0
"187917",30,18
"187918",28.73,14
"187919",22.13,9
"187920",14.29,10
"187921",33.27,20
"187922",30,2
"187923",14.81,16
"187924",26.54,12
"187925",0,10
"187926",22.67,16
"187927",35.38,20
"187928",19.18,5
"187929",6.9,4
"187930",21.39,13
"187931",21.62,15
"187932",12.41,9
"187933",0,1
"187934",15.63,20
"187935",27.16,10
"187936",20.57,11
"187937",25.64,7
"187938",20.83,3
"187939",10.53,0
"187940",38.1,17
"187941",25,15
"187942",21.78,16
"187943",0,19
"187944",20.94,14
"187945",26.32,23
"187946",21.39,15
"187947",0,5
"187948",28,16
"187949",23.33,13
"187950",37.8,2
"187951",100,21
"187952",17.65,6
"187953",21.52,7
"187954",23.47,5
"187955",8.82,19
"187956",31.96,21
"187957",21,13
"187958",28.57,15
"187959",21.78,13
"187960",25.54,18
"187961",22.67,20
"187962",20,8
"187963",10.81,18
"187964",9.3,0
"187965",9.3,15
"187966",15.15,9
"187967",22.91,15
"187968",20.91,8
"187969",12.73,16
"187970",20.7,10
"187971",12,19
"187972",25.85,7
"187973",22.67,15
"187974",22.91,10
"187975",30,13
"187976",9.52,20
"187977",8.15,17
"187978",0,7
"187979",7.5,11
"187980",21.28,9
"187981",20.85,6
"187982",20.8,20
"187983",26.5,23
"187984",23.6,18
"187985",30.93,16
"187986",3.92,23
"187987",24.03,21
"187988",21.3,11
"187989",0,8
"187990",23.27,19
"187991",28.73,14
"187992",22.46,13
"187993",32.5,15
"187994",28.76,7
"187995",24.5,18
"187996",21.68,15
"187997",24.81,21
"187998",21.18,17
"187999",17.14,10
"188000",0,10
"188001",22,0
"188002",23.75,18
"188003",22.36,22
"188004",33,12
"188005",21.33,13
"188006",31.43,18
"188007",29.33,20
"188008",32.79,20
"188009",16.67,7
"188010",20.65,8
"188011",22.08,22
"188012",28.33,12
"188013",17.78,6
"188014",0,17
"188015",0,13
"188016",0,14
"188017",11.64,18
"188018",29.29,4
"188019",21.88,12
"188020",34.36,19
"188021",22,15
"188022",5.26,7
"188023",27.2,22
"188024",20.67,7
"188025",32.11,9
"188026",32.53,15
"188027",32.22,13
"188028",36.55,9
