"","tip_percent","hour"
"27040",23.33,17
"27041",21.95,17
"27042",14.29,14
"27043",26.74,20
"27044",14.29,9
"27045",38.75,1
"27046",16.67,20
"27047",0,11
"27048",23.06,23
"27049",20.64,16
"27050",21.52,10
"27051",23.2,14
"27052",24.5,16
"27053",18.6,23
"27054",33.69,17
"27055",21.5,11
"27056",23.47,20
"27057",6.52,14
"27058",21.43,10
"27059",22,13
"27060",0,23
"27061",21.44,5
"27062",22.22,10
"27063",24,5
"27064",21.18,23
"27065",11.76,20
"27066",27.41,1
"27067",31.6,9
"27068",16.67,6
"27069",24.73,22
"27070",36.72,21
"27071",25.78,5
"27072",20.65,22
"27073",12.12,15
"27074",5.71,23
"27075",17.43,7
"27076",5.59,15
"27077",18.52,18
"27078",24.35,21
"27079",20.83,19
"27080",21.07,11
"27081",11.24,21
"27082",25.57,22
"27083",0,2
"27084",21.19,12
"27085",22.73,12
"27086",21.36,15
"27087",18.18,14
"27088",13.64,11
"27089",22.38,0
"27090",16.67,13
"27091",21.6,6
"27092",28.73,11
"27093",29,20
"27094",0,19
"27095",26.86,1
"27096",0,1
"27097",15.79,13
"27098",21.11,0
"27099",22.27,2
"27100",4.44,14
"27101",25,1
"27102",0,23
"27103",20.57,0
"27104",21.41,0
"27105",24.24,17
"27106",21.88,12
"27107",24.33,20
"27108",22.36,23
"27109",22.8,19
"27110",22.22,19
"27111",21.19,11
"27112",23.33,6
"27113",31.75,21
"27114",15.83,4
"27115",22.78,23
"27116",21.25,8
"27117",32,13
"27118",12.5,11
"27119",22.26,22
"27120",39.09,17
"27121",15.38,16
"27122",18.18,19
"27123",9.52,18
"27124",21.88,17
"27125",22.1,0
"27126",27.78,16
"27127",22.46,16
"27128",22.94,22
"27129",18.88,10
"27130",11.54,9
"27131",21.68,9
"27132",22.46,13
"27133",20.7,10
"27134",22.5,11
"27135",18.18,20
"27136",22.08,20
"27137",12.5,5
"27138",15.38,11
"27139",21.88,12
"27140",20,23
"27141",30,13
"27142",23.2,13
"27143",0,16
"27144",21.45,19
"27145",0,18
"27146",23.18,18
"27147",0,13
"27148",0,8
"27149",0,16
"27150",30,16
"27151",23.57,8
"27152",21.52,19
"27153",26,16
"27154",22.91,8
"27155",22,8
"27156",15.38,4
"27157",33.08,12
"27158",10.53,1
"27159",12.5,13
"27160",0,14
"27161",20.73,8
"27162",12.5,20
"27163",15.38,18
"27164",16.67,16
"27165",20.94,23
"27166",22.89,22
"27167",24.73,22
"27168",13.79,20
"27169",33.65,22
"27170",23.57,22
"27171",20.57,15
"27172",28.73,14
"27173",0,7
"27174",15.92,14
"27175",24.17,3
"27176",23,17
"27177",31.37,13
"27178",22.73,13
"27179",26.84,11
"27180",21.5,9
"27181",33.04,21
"27182",17.6,20
"27183",22,6
"27184",30.93,18
"27185",8,7
"27186",25.2,1
"27187",5.79,9
"27188",26.18,9
"27189",21.19,14
"27190",23.06,2
"27191",26.36,18
"27192",22.13,14
"27193",21.28,18
"27194",21.14,20
"27195",23.2,6
"27196",22.29,8
"27197",21.43,9
"27198",22.78,21
"27199",24.5,18
"27200",21.45,11
"27201",11.76,21
"27202",36.36,8
"27203",21.1,8
"27204",11.9,22
"27205",14.29,14
"27206",21.33,4
"27207",18.18,22
"27208",11.11,18
"27209",36.36,9
"27210",30,7
"27211",21.58,14
"27212",22.22,21
"27213",20.83,2
"27214",20.79,15
"27215",16.67,16
"27216",21.1,16
"27217",21.05,18
"27218",20,0
"27219",22,2
"27220",22.78,23
"27221",20.71,9
"27222",21.76,19
"27223",22.44,20
"27224",22.12,18
"27225",21.45,15
"27226",23.85,22
"27227",21.5,12
"27228",14.29,5
"27229",40,18
"27230",22.67,11
"27231",0,2
"27232",32.5,19
"27233",28.89,10
"27234",10,18
"27235",22,7
"27236",0,20
"27237",21.78,13
"27238",25,18
"27239",8.7,16
"27240",34.62,1
"27241",21.53,0
"27242",16.87,17
"27243",31.23,16
"27244",16,15
"27245",22.22,6
"27246",22.44,17
"27247",21.28,14
"27248",21.68,12
"27249",11.11,6
"27250",22.4,17
"27251",22.6,21
"27252",6.37,18
"27253",21.19,14
"27254",20.82,10
"27255",39.82,19
"27256",23.33,18
"27257",21.53,23
"27258",8.71,2
"27259",21.88,14
"27260",9.62,18
"27261",21.15,9
"27262",13.33,19
"27263",11.76,17
"27264",31.67,18
"27265",24.57,12
"27266",23.56,10
"27267",16,13
"27268",0,8
"27269",22.63,0
"27270",28.82,22
"27271",20.56,13
"27272",22.44,6
"27273",24.24,18
"27274",22.25,18
"27275",19.05,0
"27276",21.6,8
"27277",21.33,18
"27278",22.17,4
"27279",20.59,0
"27280",7.14,15
"27281",22.31,8
"27282",23.2,11
"27283",20.88,22
"27284",21.22,0
"27285",24.5,17
"27286",20.29,6
"27287",19.33,20
"27288",21.04,0
"27289",21.88,14
"27290",21.03,8
"27291",22.46,7
"27292",12.5,11
"27293",28.3,20
"27294",27,12
"27295",21.37,22
"27296",27,19
"27297",22.5,20
"27298",19.23,21
"27299",13.77,20
"27300",21.93,0
"27301",30.77,9
"27302",13.33,0
"27303",21.88,8
"27304",5.19,12
"27305",21.1,14
"27306",24.5,19
"27307",21.68,10
"27308",21.76,8
"27309",21.58,15
"27310",10,20
"27311",0,10
"27312",22.46,8
"27313",9.09,17
"27314",25.27,5
"27315",21,14
"27316",9.3,8
"27317",33.39,23
"27318",21.02,2
"27319",22.31,15
"27320",25.65,1
"27321",21.19,9
"27322",10.53,12
"27323",33.64,18
"27324",22.46,7
"27325",28,13
"27326",27.67,21
"27327",17.86,19
"27328",28,6
"27329",25.6,15
"27330",21.1,10
"27331",21.68,14
"27332",25.2,0
"27333",20.79,10
"27334",16.67,12
"27335",22.44,13
"27336",17.33,6
"27337",54.55,16
"27338",25,15
"27339",27.69,11
"27340",13.74,10
"27341",27.29,13
"27342",33.43,8
"27343",23.33,13
"27344",20.86,14
"27345",21.35,20
"27346",20.49,10
"27347",22.6,1
"27348",20.62,23
"27349",27,18
"27350",24.57,14
"27351",27.54,3
"27352",21.36,7
"27353",22.63,1
"27354",22.89,21
"27355",22,8
"27356",21.18,1
"27357",23.06,23
"27358",26.4,10
"27359",36,9
"27360",12.5,15
"27361",35.38,23
"27362",21.19,6
"27363",26.03,23
"27364",22.22,20
"27365",26.5,20
"27366",12.12,18
"27367",22.29,14
"27368",12.5,20
"27369",13.79,18
"27370",23.85,5
"27371",10,9
"27372",22.94,6
"27373",21.43,21
"27374",2.63,22
"27375",23.2,13
"27376",22.44,14
"27377",21.78,12
"27378",21.68,20
"27379",11.11,11
"27380",15.38,4
"27381",14.29,7
"27382",27.67,22
"27383",9.62,1
"27384",27.29,21
"27385",22.27,0
"27386",25.78,3
"27387",14.81,22
"27388",15.38,10
"27389",22.48,23
"27390",20.48,9
"27391",23.33,13
"27392",21.28,0
"27393",15.38,16
"27394",23.33,9
"27395",22.78,22
"27396",22.94,3
"27397",22.16,17
"27398",25,21
"27399",28.82,23
"27400",28.75,0
"27401",34,11
"27402",13.33,21
"27403",23,14
"27404",0,13
"27405",26.14,23
"27406",24.73,22
"27407",27,15
"27408",9.09,15
"27409",25.2,23
"27410",0,7
"27411",29.33,23
"27412",17.86,16
"27413",20,23
"27414",25.54,16
"27415",22.31,14
"27416",27.3,19
"27417",20.38,14
"27418",22.67,14
"27419",21.52,14
"27420",24.24,18
"27421",20.42,23
"27422",25.76,19
"27423",27.81,16
"27424",26.5,21
"27425",24.55,21
"27426",17.65,10
"27427",24.8,18
"27428",23.85,21
"27429",24.24,17
"27430",30.77,17
"27431",23.08,18
"27432",39.13,18
"27433",22,8
"27434",20.94,9
"27435",22,19
"27436",22.4,15
"27437",17.24,7
"27438",22.17,20
"27439",30.77,12
"27440",30,14
"27441",24,0
"27442",20.83,11
"27443",21.73,20
"27444",15.38,23
"27445",21.36,8
"27446",21.76,15
"27447",33.08,9
"27448",21.76,6
"27449",9.52,13
"27450",22.67,11
"27451",23.57,0
"27452",23.79,19
"27453",26.67,12
"27454",13.33,16
"27455",21.3,1
"27456",25.83,19
"27457",21.07,10
"27458",25,15
"27459",24,12
"27460",20.73,10
"27461",25,23
"27462",37.8,23
"27463",21.05,21
"27464",24,17
"27465",20.44,14
"27466",34.29,0
"27467",21.94,17
"27468",21.47,20
"27469",10.53,12
"27470",20.88,2
"27471",30,14
"27472",12.5,12
"27473",11.76,10
"27474",20,0
"27475",21.58,15
"27476",20.76,17
"27477",31.58,10
"27478",21.36,19
"27479",12.5,11
"27480",7.69,6
"27481",0,22
"27482",14.49,23
"27483",34.15,19
"27484",29,17
"27485",28.82,22
"27486",13.79,17
"27487",5.56,13
"27488",21.28,2
"27489",24.17,16
"27490",6.06,9
"27491",21.88,15
"27492",27.2,17
"27493",21.43,12
"27494",26,1
"27495",6.9,18
"27496",5.41,11
"27497",12,18
"27498",35.71,9
"27499",21.37,22
"27500",27.83,20
"27501",6.9,8
"27502",21.85,21
"27503",22.17,22
"27504",13.04,19
"27505",21,2
"27506",14.29,4
"27507",21.23,8
"27508",21.68,13
"27509",28,11
"27510",20.86,14
"27511",17.24,0
"27512",21.67,8
"27513",13.33,11
"27514",26.55,17
"27515",21.1,13
"27516",21.45,7
"27517",7.41,20
"27518",20.56,12
"27519",12.5,22
"27520",11.11,9
"27521",20.84,15
"27522",24.7,14
"27523",18.75,5
"27524",21.86,23
"27525",23.26,11
"27526",23.06,23
"27527",22.89,23
"27528",72.73,0
"27529",21.06,22
"27530",22.14,14
"27531",23.6,19
"27532",22.98,14
"27533",21.15,13
"27534",24.73,0
"27535",32.22,23
"27536",10.53,16
"27537",24.62,14
"27538",15.38,13
"27539",23.38,7
"27540",31.85,9
"27541",21.45,18
"27542",22.22,18
"27543",44.44,12
"27544",16.86,1
"27545",16.67,8
"27546",17.2,5
"27547",18.95,13
"27548",22.31,6
"27549",15,7
"27550",11.33,15
"27551",21.33,7
"27552",27.86,12
"27553",0,11
"27554",21.47,21
"27555",20.74,14
"27556",14.29,16
"27557",0,11
"27558",22.67,7
"27559",16.92,9
"27560",21.35,23
"27561",26.45,23
"27562",21.78,7
"27563",22.44,15
"27564",23.06,0
"27565",5.35,3
"27566",23.71,22
"27567",21.88,16
"27568",14.08,23
"27569",22.46,8
"27570",21.09,5
"27571",22.26,22
"27572",14.29,20
"27573",11.54,19
"27574",23.75,6
"27575",18.18,6
"27576",24.17,21
"27577",26.59,23
"27578",26.84,13
"27579",21.13,2
"27580",21.45,9
"27581",16.67,8
"27582",12.5,20
"27583",24.17,23
"27584",42.5,19
"27585",24.17,22
"27586",39.75,20
"27587",23.47,21
"27588",24.12,18
"27589",22,13
"27590",9.62,8
"27591",0,18
"27592",21.11,23
"27593",24.73,20
"27594",30.67,16
"27595",20.79,12
"27596",0,20
"27597",22.74,3
"27598",32.29,8
"27599",21.11,1
"27600",26.59,0
"27601",11.76,8
"27602",27.83,1
"27603",21.52,12
"27604",10.91,20
"27605",100,10
"27606",21.03,15
"27607",25.2,22
"27608",31.05,12
"27609",22,6
"27610",9.52,8
"27611",33.55,23
"27612",0,17
"27613",18.87,18
"27614",16.83,18
"27615",22.13,12
"27616",21.41,18
"27617",27.2,18
"27618",24.55,22
"27619",27.16,14
"27620",27.43,2
"27621",16.9,3
"27622",8.33,18
"27623",27,23
"27624",10.53,15
"27625",14.29,0
"27626",8,8
"27627",23.71,2
"27628",23,18
"27629",52.63,3
"27630",32.53,13
"27631",26.45,23
"27632",0,18
"27633",26.82,15
"27634",23.6,18
"27635",22.44,14
"27636",14.29,20
"27637",22.13,16
"27638",21.6,14
"27639",20.39,9
"27640",25,20
"27641",22.69,18
"27642",23,11
"27643",27.29,14
"27644",12.89,1
"27645",21.78,8
"27646",21.03,18
"27647",23.33,23
"27648",21.19,21
"27649",23.71,23
"27650",24,1
"27651",9.68,1
"27652",14.29,20
"27653",22.67,6
"27654",12,17
"27655",21.52,13
"27656",0,16
"27657",31.95,16
"27658",21.06,20
"27659",21.39,8
"27660",8.7,17
"27661",23.47,20
"27662",12,12
"27663",10.53,8
"27664",21.19,11
"27665",21.45,17
"27666",15.79,18
"27667",24.73,0
"27668",11.11,22
"27669",14.29,11
"27670",27.67,23
"27671",28.67,20
"27672",30,15
"27673",33.33,12
"27674",9.52,18
"27675",24,23
"27676",22.89,3
"27677",0,9
"27678",18.18,13
"27679",22.46,9
"27680",22.74,2
"27681",21.67,0
"27682",8.7,21
"27683",28.82,3
"27684",21.04,23
"27685",37.2,17
"27686",21.23,13
"27687",21.52,14
"27688",23.75,8
"27689",28.89,6
"27690",0,19
"27691",22.94,21
"27692",30.77,7
"27693",19.88,22
"27694",31.4,20
"27695",10,14
"27696",21.07,12
"27697",31.43,19
"27698",21.25,7
"27699",27.78,22
"27700",20.78,13
"27701",12.12,13
"27702",30.3,12
"27703",22.67,8
"27704",5.41,6
"27705",21.04,1
"27706",28.67,21
"27707",20.56,7
"27708",21.02,0
"27709",21.68,14
"27710",23.06,21
"27711",20,7
"27712",21.78,13
"27713",19.35,16
"27714",22.74,20
"27715",21.43,12
"27716",10,6
"27717",21.52,15
"27718",17.65,15
"27719",23.02,14
"27720",12.12,4
"27721",21.19,10
"27722",23.12,13
"27723",14.29,7
"27724",22.48,21
"27725",11.11,17
"27726",20,6
"27727",22.06,20
"27728",0,12
"27729",24.55,5
"27730",33.43,10
"27731",15.38,9
"27732",30.33,21
"27733",33.64,7
"27734",25.14,17
"27735",7.41,16
"27736",23,8
"27737",25,1
"27738",21.52,18
"27739",23,14
"27740",10.71,7
"27741",16.22,10
"27742",30,0
"27743",23.79,7
"27744",22.94,23
"27745",30.98,15
"27746",15.38,11
"27747",15.38,22
"27748",12.12,11
"27749",22.12,18
"27750",20.68,8
"27751",22.5,19
"27752",14.29,11
"27753",34.29,20
"27754",21.32,23
"27755",15.38,10
"27756",26.86,22
"27757",23.79,17
"27758",10,12
"27759",21.02,22
"27760",16.67,20
"27761",10.53,6
"27762",15,20
"27763",22.27,22
"27764",20,20
"27765",22.22,18
"27766",14.29,21
"27767",30.91,0
"27768",9.62,6
"27769",25.2,0
"27770",0,0
"27771",23.57,0
"27772",36.35,16
"27773",13.33,6
"27774",21.25,0
"27775",21.21,22
"27776",22.59,19
"27777",6.06,4
"27778",25.2,22
"27779",28.57,19
"27780",24.12,16
"27781",24,1
"27782",7.02,21
"27783",22.74,22
"27784",25.38,17
"27785",21.1,13
"27786",36.51,22
"27787",21.3,19
"27788",11.76,11
"27789",23.85,22
"27790",27,19
"27791",21.05,22
"27792",14.81,15
"27793",22.69,16
"27794",50,12
"27795",21.5,12
"27796",26.18,7
"27797",21.07,18
"27798",22.67,18
"27799",20.89,8
"27800",8.82,23
"27801",34.11,22
"27802",31.32,20
"27803",21.24,1
"27804",26.54,9
"27805",32.67,15
"27806",20,21
"27807",22.44,7
"27808",20.81,23
"27809",22.22,23
"27810",22.63,20
"27811",20.81,9
"27812",14.29,19
"27813",0,19
"27814",24.24,19
"27815",21,0
"27816",22.14,14
"27817",23.06,21
"27818",20.15,9
"27819",20.94,12
"27820",11.76,17
"27821",25.48,20
"27822",22.17,0
"27823",21.09,4
"27824",22.29,7
"27825",29.13,22
"27826",5.56,9
"27827",26,19
"27828",21.5,15
"27829",20.76,11
"27830",0,1
"27831",20.83,19
"27832",7.14,18
"27833",28.57,8
"27834",10,23
"27835",8,22
"27836",21.02,20
"27837",0,3
"27838",33.33,10
"27839",24.98,19
"27840",20,17
"27841",20.89,12
"27842",21.03,9
"27843",21.41,17
"27844",17.39,1
"27845",22.6,21
"27846",72.73,13
"27847",11.54,5
"27848",15,13
"27849",30,21
"27850",22.27,23
"27851",40,17
"27852",18.33,8
"27853",20.91,8
"27854",10.77,19
"27855",21.76,8
"27856",21.58,19
"27857",8.33,13
"27858",13.33,1
"27859",21.52,10
"27860",18.18,20
"27861",24.17,22
"27862",21.15,13
"27863",19.79,9
"27864",20.73,7
"27865",26.55,18
"27866",26.82,14
"27867",26.05,12
"27868",18.18,23
"27869",21.88,11
"27870",22.78,1
"27871",22,10
"27872",26.27,0
"27873",21.44,1
"27874",14.67,11
"27875",21.28,12
"27876",21.06,4
"27877",18.18,12
"27878",21.78,18
"27879",12.14,10
"27880",28,21
"27881",20,6
"27882",21.72,1
"27883",21.33,10
"27884",16.22,1
"27885",21.85,23
"27886",20,21
"27887",15.05,9
"27888",32.5,5
"27889",20.29,6
"27890",24.17,18
"27891",21.6,16
"27892",23.33,20
"27893",21.61,2
"27894",21.67,14
"27895",22,22
"27896",15.38,5
"27897",28.3,2
"27898",28.87,17
"27899",21.53,22
"27900",27.86,13
"27901",20.52,16
"27902",13.33,16
"27903",21.3,2
"27904",20.53,20
"27905",12.94,8
"27906",23.43,17
"27907",22.22,9
"27908",22.22,16
"27909",30.33,21
"27910",18.18,12
"27911",17.39,21
"27912",23.06,0
"27913",25.54,20
"27914",26.1,20
"27915",10.53,8
"27916",6.9,21
"27917",0,21
"27918",18.18,2
"27919",31.3,12
"27920",19.61,10
"27921",21.2,10
"27922",27.86,13
"27923",21.92,22
"27924",22.5,10
"27925",23.2,7
"27926",20.81,19
"27927",26,18
"27928",23.6,20
"27929",23.56,15
"27930",24.81,23
"27931",21.73,21
"27932",13.33,5
"27933",20.91,9
"27934",21.86,4
"27935",15.62,0
"27936",11.11,16
"27937",22.08,2
"27938",27.14,22
"27939",22,22
"27940",21.52,6
"27941",20,10
"27942",22.5,13
"27943",22.31,9
"27944",26.78,12
"27945",4.17,15
"27946",33.08,14
"27947",21.68,21
"27948",23.97,12
"27949",25,1
"27950",10,20
"27951",21.58,21
"27952",37.76,13
"27953",21.11,18
"27954",16.67,1
"27955",33.43,8
"27956",21.06,20
"27957",23.2,11
"27958",22.44,17
"27959",24.17,21
"27960",20.65,19
"27961",37.78,7
"27962",21.19,10
"27963",0,19
"27964",22.29,13
"27965",26.94,22
"27966",22.46,15
"27967",16.19,19
"27968",27.98,13
"27969",21.19,21
"27970",15.38,11
"27971",10.81,7
"27972",25.38,17
"27973",21.2,8
"27974",10.71,2
"27975",23.25,22
"27976",26,19
"27977",21.14,15
"27978",21,13
"27979",12.57,18
"27980",25,21
"27981",18.75,15
"27982",42.55,22
"27983",21.58,15
"27984",24,18
"27985",22.67,16
"27986",22.6,20
"27987",16.67,20
"27988",31.43,6
"27989",9.64,14
"27990",24.03,14
"27991",32.53,18
"27992",25.2,20
"27993",18.18,18
"27994",20.67,21
"27995",25.56,22
"27996",22.46,15
"27997",21.52,18
"27998",23.2,9
"27999",19.64,6
"28000",21.14,14
"28001",20.98,22
"28002",22.5,10
"28003",24.57,14
"28004",21.6,16
"28005",22.13,9
"28006",29.33,15
"28007",21.24,21
"28008",22.63,21
"28009",20.41,11
"28010",23.8,23
"28011",22,19
"28012",21.79,18
"28013",19.05,1
"28014",18.75,22
"28015",14.29,21
"28016",25.2,5
"28017",26.82,8
"28018",21.33,6
"28019",21.58,8
"28020",26.38,0
"28021",22.89,23
"28022",25.38,19
"28023",22.6,22
"28024",12,19
"28025",0,3
"28026",39.09,16
"28027",21.03,13
"28028",30.91,23
"28029",22.63,3
"28030",21.58,7
"28031",20,17
"28032",34.55,18
"28033",22.5,15
"28034",21.68,7
"28035",15.7,9
"28036",16.67,12
"28037",22.22,15
"28038",21.79,21
"28039",21.13,20
"28040",30.77,17
"28041",33.09,18
"28042",23.2,12
"28043",22.22,8
"28044",30,6
"28045",27.06,10
"28046",21.62,22
"28047",22.29,13
"28048",14.29,14
"28049",9.09,13
"28050",22.48,1
"28051",21.28,6
"28052",11.54,22
"28053",21.07,8
"28054",21.88,13
"28055",13.33,10
"28056",8.51,0
"28057",24,20
"28058",13.33,23
"28059",18.75,11
"28060",29.29,21
"28061",26.25,21
"28062",27.6,22
"28063",25.56,15
"28064",22.4,20
"28065",22.91,11
"28066",31.17,16
"28067",22.74,1
"28068",12.5,16
"28069",22.22,12
"28070",20.68,0
"28071",23.75,10
"28072",21.1,9
"28073",19.33,22
"28074",21.68,15
"28075",23.79,18
"28076",28.71,2
"28077",17.65,7
"28078",22.74,22
"28079",21.78,19
"28080",28.04,17
"28081",22.6,1
"28082",22.29,11
"28083",20.7,23
"28084",24.8,16
"28085",23.06,20
"28086",23.54,17
"28087",22.31,13
"28088",22.26,1
"28089",11.76,12
"28090",0,2
"28091",23.2,15
"28092",10.53,0
"28093",30.03,14
"28094",25.38,17
"28095",22.73,11
"28096",21.88,8
"28097",20.89,4
"28098",28.42,2
"28099",17.05,5
"28100",25,20
"28101",21.76,19
"28102",18.75,18
"28103",23.79,10
"28104",10,18
"28105",28.57,9
"28106",14.67,12
"28107",21.11,15
"28108",21.07,15
"28109",30,23
"28110",18.18,13
"28111",19.35,23
"28112",13,19
"28113",22.32,18
"28114",29.33,12
"28115",21.19,8
"28116",12.5,10
"28117",26.34,10
"28118",25,13
"28119",0,23
"28120",21.53,21
"28121",13.33,9
"28122",22.91,9
"28123",22,7
"28124",21.94,16
"28125",31.48,20
"28126",9.62,5
"28127",23,11
"28128",21.82,22
"28129",10.26,3
"28130",21.23,10
"28131",29.71,21
"28132",20,1
"28133",24.73,20
"28134",0,9
"28135",17.31,9
"28136",22.5,10
"28137",26.07,23
"28138",27.5,6
"28139",8.33,4
"28140",9.09,23
"28141",20.31,18
"28142",26.55,18
"28143",29,10
"28144",24.55,21
"28145",33.33,6
"28146",30,7
"28147",30,5
"28148",26.54,12
"28149",0,8
"28150",28.87,18
"28151",12.12,22
"28152",20.94,15
"28153",31.43,16
"28154",21.39,20
"28155",24.33,0
"28156",22.46,11
"28157",24,1
"28158",25.54,20
"28159",23.2,14
"28160",50,14
"28161",13.33,0
"28162",11.76,22
"28163",34.36,7
"28164",9.09,16
"28165",30.87,10
"28166",25.2,23
"28167",23.25,4
"28168",27.78,2
"28169",21.6,7
"28170",24.13,19
"28171",25,22
"28172",25.83,19
"28173",21.79,2
"28174",12.5,18
"28175",22.13,8
"28176",22.78,5
"28177",11.03,19
"28178",25,7
"28179",29.09,18
"28180",22.91,11
"28181",25.2,20
"28182",20.97,16
"28183",22.57,19
"28184",26.86,21
"28185",28.57,16
"28186",23.79,18
"28187",22.13,12
"28188",12.94,23
"28189",21.78,9
"28190",27.73,13
"28191",23.47,0
"28192",22.67,8
"28193",23.57,20
"28194",28.33,6
"28195",22.8,19
"28196",6.06,12
"28197",13.89,1
"28198",22.78,23
"28199",24.13,17
"28200",26.58,23
"28201",0,8
"28202",27.73,19
"28203",20.97,11
"28204",8.33,2
"28205",19.05,16
"28206",22.36,21
"28207",23.25,22
"28208",25.83,20
"28209",26.55,18
"28210",27.54,3
"28211",22.67,7
"28212",22.48,20
"28213",25,0
"28214",0,21
"28215",21.88,10
"28216",10.73,20
"28217",26.86,13
"28218",25,22
"28219",16.95,17
"28220",22.5,22
"28221",22,7
"28222",22.14,14
"28223",10.73,9
"28224",21.2,10
"28225",24.73,20
"28226",25.2,2
"28227",27.22,10
"28228",28.1,20
"28229",19.51,18
"28230",26.11,16
"28231",23.71,23
"28232",15.38,2
"28233",0,12
"28234",21.88,15
"28235",26.09,23
"28236",23.68,19
"28237",22.13,9
"28238",0,16
"28239",26.15,11
"28240",20.91,21
"28241",15.85,16
"28242",23.33,11
"28243",21.11,12
"28244",21.68,14
"28245",24.57,10
"28246",35.57,4
"28247",21.6,13
"28248",0,20
"28249",21.16,2
"28250",22.29,8
"28251",35.2,5
"28252",22.13,9
"28253",20.83,19
"28254",6.67,12
"28255",29.33,23
"28256",34.11,22
"28257",12.5,1
"28258",21.5,16
"28259",24,7
"28260",10.81,1
"28261",22,14
"28262",22.4,17
"28263",22.4,16
"28264",11.86,1
"28265",22.6,4
"28266",12.5,18
"28267",33.08,6
"28268",20.81,19
"28269",21,11
"28270",30.7,10
"28271",21.07,11
"28272",32,7
"28273",17,12
"28274",22.38,23
"28275",27.22,8
"28276",27.81,19
"28277",23.33,4
"28278",31.6,13
"28279",20.71,14
"28280",12.5,0
"28281",22.67,12
"28282",28.2,20
"28283",37.04,16
"28284",22.14,9
"28285",31.71,11
"28286",28.75,18
"28287",13.33,17
"28288",21.43,15
"28289",17.54,17
"28290",21.03,8
"28291",25.2,21
"28292",27.86,15
"28293",21.67,9
"28294",21.19,15
"28295",28.57,9
"28296",0,18
"28297",37.5,11
"28298",15.56,14
"28299",26.67,0
"28300",20.65,20
"28301",22.08,1
"28302",21.18,10
"28303",32.41,20
"28304",10.71,14
"28305",22.89,21
"28306",22,7
"28307",14.29,10
"28308",21.85,21
"28309",6.06,21
"28310",0,21
"28311",22,22
"28312",7.69,7
"28313",22,22
"28314",9.52,18
"28315",20.7,13
"28316",26.54,9
"28317",26.67,15
"28318",21.37,22
"28319",23.25,0
"28320",21.23,11
"28321",30.21,18
"28322",24.17,20
"28323",25.14,19
"28324",23.48,19
"28325",19.23,18
"28326",12.5,22
"28327",27.86,8
"28328",27.16,12
"28329",22.91,16
"28330",29.46,10
"28331",22.36,20
"28332",22.13,13
"28333",23.47,23
"28334",22,14
"28335",17.39,7
"28336",20.7,10
"28337",23.06,1
"28338",23.2,9
"28339",22.69,18
"28340",33.68,20
"28341",18.8,9
"28342",0,10
"28343",23.79,18
"28344",23,8
"28345",15.38,1
"28346",22.29,8
"28347",22.31,10
"28348",22.14,13
"28349",23.04,17
"28350",38.04,22
"28351",32.69,22
"28352",20.6,1
"28353",19.23,22
"28354",21.15,8
"28355",13.33,12
"28356",9.33,23
"28357",22.74,22
"28358",21.94,19
"28359",21.6,18
"28360",22.46,14
"28361",23.33,17
"28362",30,20
"28363",21.68,8
"28364",22.67,12
"28365",25.38,18
"28366",22.13,14
"28367",0,19
"28368",17.39,13
"28369",21.88,15
"28370",16.67,22
"28371",21.3,19
"28372",36.55,15
"28373",14.49,10
"28374",25.54,19
"28375",20,19
"28376",25.54,18
"28377",21.88,14
"28378",20.56,17
"28379",22.67,7
"28380",0,3
"28381",9.71,13
"28382",18.18,20
"28383",21.39,13
"28384",21.03,14
"28385",22.12,16
"28386",13.79,18
"28387",38.67,20
"28388",20.55,10
"28389",10.53,2
"28390",32.22,20
"28391",23.08,19
"28392",16.67,20
"28393",25.78,22
"28394",21.68,0
"28395",0,16
"28396",24.29,15
"28397",21.92,3
"28398",21.25,12
"28399",11.76,21
"28400",25,9
"28401",10.09,22
"28402",25.14,18
"28403",20,15
"28404",21.88,8
"28405",22.36,20
"28406",14.29,16
"28407",23.71,21
"28408",17.33,16
"28409",20.86,8
"28410",23.57,23
"28411",22.58,9
"28412",21.05,20
"28413",34.38,19
"28414",20.97,13
"28415",27.1,23
"28416",11.67,15
"28417",10.48,7
"28418",20.33,1
"28419",23,19
"28420",33.33,8
"28421",22.67,13
"28422",27.54,21
"28423",15,7
"28424",23.33,18
"28425",22.88,16
"28426",21.43,13
"28427",20,11
"28428",18.59,7
"28429",25,18
"28430",22.78,0
"28431",13.04,8
"28432",20.29,19
"28433",20.41,8
"28434",24.8,16
"28435",17.39,11
"28436",24.55,1
"28437",21,14
"28438",22.6,0
"28439",17.65,14
"28440",21.03,9
"28441",23.43,17
"28442",9.52,19
"28443",18.46,9
"28444",20.79,5
"28445",0,7
"28446",23.12,21
"28447",0,9
"28448",24,20
"28449",20.97,13
"28450",21.53,22
"28451",13.17,18
"28452",22.14,11
"28453",31.3,12
"28454",0,12
"28455",21.5,7
"28456",21.28,20
"28457",21.79,21
"28458",20.61,9
"28459",28.57,10
"28460",27.2,19
"28461",20.4,10
"28462",23.47,22
"28463",21.11,15
"28464",10.91,23
"28465",11.2,19
"28466",24.17,0
"28467",34.88,0
"28468",21.6,12
"28469",22.36,20
"28470",22.63,20
"28471",6.25,23
"28472",9.09,23
"28473",18.18,5
"28474",22.25,9
"28475",22.08,23
"28476",12.9,14
"28477",22.91,9
"28478",22,12
